"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-10.63,0.03694,0.333,,,,,
-5.9,0.04922,0.333,,,,,
-0.6,0.06731,0.333,,,,,
2.91,0.08245,0.333,,,,,
7.13,0.1051,0.333,,,,,
