"T, deg.C","P, Torr",X,Y,T Err,P Err,X Err,Y Err
19.94,750,1.0,1.0,,,,
19.95,750,0.9642,0.9686,,,,
19.95,750,0.9578,0.9618,,,,
19.99,750,0.932,0.939,,,,
20.07,750,0.899,0.912,,,,
20.29,750,0.8464,0.874,,,,
20.49,750,0.8134,0.8526,,,,
21.55,750,0.6662,0.7678,,,,
