"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-11.0,0.01481,0.1904,,,,,
-4.72,0.02228,0.1904,,,,,
0.24,0.03031,0.1904,,,,,
4.81,0.04037,0.1904,,,,,
8.68,0.05101,0.1904,,,,,
