"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
308.15,47.68,0.0469,,,,,
308.15,48.08,0.0944,,,,,
308.15,47.55,0.1939,,,,,
308.15,47.28,0.287,,,,,
308.15,46.31,0.3822,,,,,
308.15,43.18,0.5036,,,,,
308.15,40.0,0.6082,,,,,
308.15,37.11,0.6802,,,,,
308.15,32.39,0.782,,,,,
308.15,28.11,0.873,,,,,
308.15,20.03,1.0,,,,,
