"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
450.0,266.0,0.0,0.0,,,,
450.0,300.0,0.03,0.08,,,,
450.0,400.0,0.101,0.255,,,,
450.0,500.0,0.168,0.4,,,,
450.0,600.0,0.237,0.49,,,,
450.0,700.0,0.312,0.548,,,,
450.0,750.0,0.352,0.569,,,,
450.0,800.0,0.4,0.582,,,,
450.0,850.0,0.46,0.582,,,,
450.0,880.0,0.558,0.558,,,,
