"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
393.0,1.65,0.08,,,,,
393.0,1.83,,0.968,,,,
393.0,4.0,0.188,0.975,,,,
393.0,5.85,0.27,0.984,,,,
393.0,9.8,0.436,0.977,,,,
393.0,13.8,0.591,0.966,,,,
393.0,15.83,0.68,0.96,,,,
393.0,16.48,,0.953,,,,
393.0,17.0,0.736,0.946,,,,
393.0,17.2,0.755,0.943,,,,
393.0,17.45,0.765,,,,,
393.0,17.7,0.771,,,,,
393.0,18.0,0.799,,,,,
472.9,1.15,0.032,,,,,
472.9,2.1,0.065,0.838,,,,
472.9,4.0,0.129,0.9,,,,
472.9,6.1,0.197,0.92,,,,
472.9,7.8,0.248,,,,,
472.9,8.1,,0.921,,,,
472.9,9.8,,0.921,,,,
472.9,10.2,0.321,,,,,
472.9,12.25,0.388,0.923,,,,
472.9,15.9,,0.915,,,,
472.9,17.2,0.555,,,,,
472.9,18.5,0.619,0.867,,,,
472.9,19.35,,0.85,,,,
313.2,1.1,,0.9981,,,,
313.2,1.5,,0.9988,,,,
313.2,2.01,,0.999,,,,
313.2,3.01,,0.999,,,,
313.2,3.96,,0.999,,,,
313.2,4.97,,0.9989,,,,
313.2,5.82,,0.9983,,,,
313.2,6.89,,0.9979,,,,
313.2,0.48,,0.997,,,,
313.2,0.91,,0.9983,,,,
313.2,2.06,,0.9989,,,,
313.2,2.98,,0.999,,,,
313.2,4.07,,0.999,,,,
313.2,5.16,,0.9989,,,,
313.2,6.13,,0.9983,,,,
313.2,7.2,,0.9974,,,,
313.2,1.1,0.096,,,,,
313.2,3.57,0.3362,,,,,
313.2,3.6,0.3423,,,,,
313.2,3.8,0.357,,,,,
313.2,4.24,0.388,,,,,
313.2,4.83,0.4526,,,,,
313.2,4.84,0.4572,,,,,
313.2,5.65,0.5392,,,,,
313.2,6.23,0.611,,,,,
313.2,6.66,0.6761,,,,,
313.2,6.87,0.7166,,,,,
313.2,7.03,0.7547,,,,,
313.2,7.46,0.8484,,,,,
393.0,7.3,0.3342,,,,,
393.0,8.77,0.388,0.982,,,,
393.0,10.6,0.457,0.979,,,,
393.0,12.12,0.51,0.973,,,,
393.0,12.41,0.524,0.972,,,,
393.0,12.61,0.5392,,,,,
393.0,12.8,0.54,0.975,,,,
393.0,13.08,0.55,0.973,,,,
393.0,13.32,0.563,0.971,,,,
393.0,14.36,0.611,0.969,,,,
393.0,15.96,0.6849,,,,,
393.0,17.29,0.7547,,,,,
