"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,76.964,0.0,0.0,,,,
313.15,76.732,0.0066,0.0037,,,,
313.15,76.483,0.0131,0.0073,,,,
313.15,76.187,0.0209,0.0117,,,,
313.15,75.582,0.0383,0.0208,,,,
313.15,74.451,0.0676,0.0392,,,,
313.15,73.385,0.0967,0.0567,,,,
313.15,72.049,0.1352,0.0825,,,,
313.15,70.485,0.1788,0.1139,,,,
313.15,68.406,0.2402,0.1622,,,,
313.15,65.437,0.3356,0.2493,,,,
313.15,63.891,0.3913,0.3064,,,,
313.15,63.028,0.426,0.3442,,,,
313.15,62.338,0.4542,0.3765,,,,
313.15,61.615,0.4878,0.4155,,,,
313.15,60.895,0.5243,0.4591,,,,
313.15,60.395,0.5508,0.4923,,,,
313.15,60.05,0.5733,0.5206,,,,
313.15,59.967,0.58,0.529,,,,
313.15,59.919,0.5848,0.5349,,,,
313.15,59.848,0.5864,0.5417,,,,
313.15,59.76,0.5494,0.5494,,,,
313.15,59.692,0.5558,0.5558,,,,
313.15,59.495,0.5747,0.5747,,,,
313.15,59.363,0.5911,0.5911,,,,
313.15,59.148,0.6168,0.6168,,,,
313.15,58.92,0.6564,0.6564,,,,
313.15,58.784,0.6832,0.6832,,,,
313.15,58.635,0.7202,0.7202,,,,
313.15,58.561,0.7565,0.7565,,,,
313.15,58.538,0.7763,0.7763,,,,
313.15,58.522,0.7975,0.7975,,,,
313.15,58.537,0.8184,0.8184,,,,
313.15,58.567,0.8383,0.8383,,,,
313.15,58.665,0.8679,0.8679,,,,
313.15,58.91,0.9127,0.9127,,,,
313.15,59.068,0.9341,0.9341,,,,
313.15,59.403,0.9688,0.9688,,,,
313.15,59.518,0.9811,0.9811,,,,
313.15,59.648,0.9918,0.9918,,,,
313.15,59.766,1.0,1.0,,,,
