"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
402.71,2.619,0.0,0.0,+-0.02,+-0.003,+-0.005,
402.71,2.848,0.063,0.096,+-0.02,+-0.003,+-0.005,
402.71,3.048,0.121,0.17,+-0.02,+-0.003,+-0.005,
402.71,3.213,0.172,0.233,+-0.02,+-0.003,+-0.005,
402.71,3.406,0.231,0.298,+-0.02,+-0.003,+-0.005,
402.71,3.609,0.292,0.36,+-0.02,+-0.003,+-0.005,
402.71,3.799,0.36,0.427,+-0.02,+-0.003,+-0.005,
402.71,3.999,0.43,0.491,+-0.02,+-0.003,+-0.005,
402.71,4.199,0.492,0.543,+-0.02,+-0.003,+-0.005,
402.71,4.385,0.556,0.598,+-0.02,+-0.003,+-0.005,
402.71,4.575,0.623,0.654,+-0.02,+-0.003,+-0.005,
402.71,4.695,0.664,0.685,+-0.02,+-0.003,+-0.005,
402.71,4.764,0.689,0.706,+-0.02,+-0.003,+-0.005,
402.71,4.813,0.712,0.719,+-0.02,+-0.003,+-0.005,
