"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
73.1,760,0.048,0.074,0.1,,0.005,0.005
72.3,760,0.1,0.143,0.1,,0.005,0.005
70.9,760,0.186,0.256,0.1,,0.005,0.005
70.3,760,0.221,0.302,0.1,,0.005,0.005
69.4,760,0.282,0.372,0.1,,0.005,0.005
68.0,760,0.367,0.467,0.1,,0.005,0.005
67.4,760,0.408,0.513,0.1,,0.005,0.005
66.6,760,0.464,0.568,0.1,,0.005,0.005
65.8,760,0.522,0.625,0.1,,0.005,0.005
65.0,760,0.584,0.681,0.1,,0.005,0.005
64.1,760,0.662,0.748,0.1,,0.005,0.005
63.5,760,0.697,0.776,0.1,,0.005,0.005
63.0,760,0.737,0.808,0.1,,0.005,0.005
62.2,760,0.807,0.861,0.1,,0.005,0.005
61.6,760,0.856,0.901,0.1,,0.005,0.005
61.2,760,0.899,0.929,0.1,,0.005,0.005
