"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
364.33,30.1,1.0,1.0,0.02,0.02,0.002,0.003
359.95,30.1,0.9338,0.7943,0.02,0.02,0.002,0.003
356.74,30.1,0.8819,0.6606,0.02,0.02,0.002,0.003
353.06,30.1,0.8212,0.5293,0.02,0.02,0.002,0.003
348.69,30.1,0.7447,0.395,0.02,0.02,0.002,0.003
342.21,30.1,0.6282,0.2427,0.02,0.02,0.002,0.003
333.78,30.1,0.4747,0.1122,0.02,0.02,0.002,0.003
329.68,30.1,0.3922,0.0671,0.02,0.02,0.002,0.003
326.37,30.1,0.3391,0.0452,0.02,0.02,0.002,0.003
319.12,30.1,0.2127,0.013,0.02,0.02,0.002,0.003
316.24,30.1,0.1548,0.0057,0.02,0.02,0.002,0.003
312.68,30.1,0.0886,0.0015,0.02,0.02,0.002,0.003
309.62,30.1,0.0,0.0,0.02,0.02,0.002,0.003
