"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
55,494.8,0.9529,0.9816,,,+-0.05,+-0.05
55,488.41,0.9232,0.9636,,,+-0.05,+-0.05
55,478.39,0.8854,0.9479,,,+-0.05,+-0.05
55,466.47,0.8432,0.9191,,,+-0.05,+-0.05
55,460.54,0.7946,0.8915,,,+-0.05,+-0.05
55,445.49,0.7372,0.8596,,,+-0.05,+-0.05
55,432.97,0.6983,0.833,,,+-0.05,+-0.05
55,402.85,0.599,0.7693,,,+-0.05,+-0.05
55,383.3,0.531,0.7189,,,+-0.05,+-0.05
55,364.13,0.4682,0.6664,,,+-0.05,+-0.05
55,346.22,0.3986,0.6027,,,+-0.05,+-0.05
55,330.89,0.3498,0.546,,,+-0.05,+-0.05
55,312.66,0.2739,0.4626,,,+-0.05,+-0.05
55,297.66,0.2314,0.407,,,+-0.05,+-0.05
55,287.66,0.2107,0.3711,,,+-0.05,+-0.05
55,289.25,0.1902,0.3428,,,+-0.05,+-0.05
55,273.03,0.1638,0.3062,,,+-0.05,+-0.05
55,258.93,0.1069,0.2056,,,+-0.05,+-0.05
55,250.9,0.0822,0.1702,,,+-0.05,+-0.05
55,247.02,0.0451,0.112,,,+-0.05,+-0.05
