"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
200,200,0.02873,,,,,
200,500,0.0707,,,,,
200,750,0.09911,,,,,
200,1000,0.1118,,,,,
200,1500,0.1213,,,,,
200,2000,0.1292,,,,,
200,3000,0.1428,,,,,
200,4000,0.1536,,,,,
200,5000,0.1636,,,,,
200,6000,0.1755,,,,,
