"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
353.45,94.4,0.0,0.0,+-0.1,+-0.1,,
343.85,94.4,0.071,0.371,+-0.1,+-0.1,,
340.45,94.4,0.12,0.485,+-0.1,+-0.1,,
336.75,94.4,0.221,0.587,+-0.1,+-0.1,,
335.95,94.4,0.257,0.61,+-0.1,+-0.1,,
335.25,94.4,0.293,0.631,+-0.1,+-0.1,,
334.55,94.4,0.315,0.645,+-0.1,+-0.1,,
333.95,94.4,0.395,0.675,+-0.1,+-0.1,,
333.65,94.4,0.44,0.6977,+-0.1,+-0.1,,
333.25,94.4,0.504,0.694,+-0.1,+-0.1,,
333.05,94.4,0.567,0.704,+-0.1,+-0.1,,
332.95,94.4,0.638,0.714,+-0.1,+-0.1,,
332.95,94.4,0.676,0.723,+-0.1,+-0.1,,
332.85,94.4,0.709,0.731,+-0.1,+-0.1,,
333.05,94.4,0.787,0.75,+-0.1,+-0.1,,
332.95,94.4,0.804,0.752,+-0.1,+-0.1,,
333.15,94.4,0.858,0.769,+-0.1,+-0.1,,
333.15,94.4,0.861,0.769,+-0.1,+-0.1,,
333.25,94.4,0.893,0.785,+-0.1,+-0.1,,
333.75,94.4,0.924,0.805,+-0.1,+-0.1,,
334.75,94.4,0.959,0.838,+-0.1,+-0.1,,
335.45,94.4,0.969,0.863,+-0.1,+-0.1,,
339.6,94.4,1.0,1.0,+-0.1,+-0.1,,
