"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
50.8,760,0.071,0.198,+-0.1,+-0.1,+-0.002,+-0.002
47.5,760,0.173,0.337,+-0.1,+-0.1,+-0.002,+-0.002
46.0,760,0.297,0.407,+-0.1,+-0.1,+-0.002,+-0.002
45.8,760,0.322,0.415,+-0.1,+-0.1,+-0.002,+-0.002
45.7,760,0.397,0.456,+-0.1,+-0.1,+-0.002,+-0.002
45.6,760,0.496,0.494,+-0.1,+-0.1,+-0.002,+-0.002
45.6,760,0.536,0.511,+-0.1,+-0.1,+-0.002,+-0.002
46.0,760,0.669,0.557,+-0.1,+-0.1,+-0.002,+-0.002
46.6,760,0.749,0.595,+-0.1,+-0.1,+-0.002,+-0.002
50.6,760,0.91,0.748,+-0.1,+-0.1,+-0.002,+-0.002
55.2,760,0.975,0.904,+-0.1,+-0.1,+-0.002,+-0.002
