"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
208.8,760,0.0755,0.203,0.1,,1%,1%
202.8,760,0.1455,0.3295,0.1,,1%,1%
196.5,760,0.246,0.461,0.1,,1%,1%
191.4,760,0.372,0.58,0.1,,1%,1%
188.0,760,0.484,0.664,0.1,,1%,1%
185.8,760,0.5845,0.72,0.1,,1%,1%
183.9,760,0.685,0.78,0.1,,1%,1%
182.5,760,0.7815,0.8415,0.1,,1%,1%
181.4,760,0.8655,0.8975,0.1,,1%,1%
180.6,760,0.9565,0.967,0.1,,1%,1%
