"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
313.15,45.55,0.0,,,,,
313.15,43.34,0.0859,,,,,
313.15,40.86,0.1737,,,,,
313.15,39.28,0.2307,,,,,
313.15,37.91,0.278,,,,,
313.15,36.02,0.351,,,,,
313.15,34.93,0.3977,,,,,
313.15,33.08,0.4814,,,,,
313.15,30.98,0.5943,,,,,
313.15,29.74,0.6735,,,,,
313.15,28.74,0.7397,,,,,
313.15,27.78,0.8148,,,,,
313.15,26.77,0.9004,,,,,
313.15,25.74,1.0,,,,,
