"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
422.6,964.2,0.0,0.0,,+-0.7,+-0.005,+-0.005
422.6,1131.1,0.032,0.161,,+-0.7,+-0.005,+-0.005
422.6,1377.6,0.09,0.319,,+-0.7,+-0.005,+-0.005
422.6,1645.4,0.187,0.44,,+-0.7,+-0.005,+-0.005
422.6,1772.6,0.278,0.506,,+-0.7,+-0.005,+-0.005
422.6,1896.1,0.435,0.576,,+-0.7,+-0.005,+-0.005
422.6,1953.3,0.577,0.637,,+-0.7,+-0.005,+-0.005
422.6,1962.9,0.691,0.678,,+-0.7,+-0.005,+-0.005
422.6,1943.3,0.773,0.721,,+-0.7,+-0.005,+-0.005
422.6,1846.8,0.881,0.816,,+-0.7,+-0.005,+-0.005
422.6,1665.1,0.97,0.932,,+-0.7,+-0.005,+-0.005
422.6,1569.6,1.0,1.0,,+-0.7,+-0.005,+-0.005
