"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
365.3,234.5,0.779,,+-0.7,+-1,,
358.8,205.0,0.779,,+-0.7,+-1,,
352.3,175.0,0.779,,+-0.7,+-1,,
245.5,145.0,0.779,,+-0.7,+-1,,
338.6,115.0,0.779,,+-0.7,+-1,,
332.5,90.0,0.779,,+-0.7,+-1,,
327.8,70.0,0.779,,+-0.7,+-1,,
323.5,50.0,0.779,,+-0.7,+-1,,
322.0,40.0,0.779,,+-0.7,+-1,,
321.5,34.3,0.779,,+-0.7,+-1,,
321.6,29.3,0.779,,+-0.7,+-1,,
324.2,20.3,0.779,,+-0.7,+-1,,
329.7,15.5,0.779,,+-0.7,+-1,,
340.1,13.2,0.779,,+-0.7,+-1,,
352.8,12.9,0.779,,+-0.7,+-1,,
368.2,13.3,0.779,,+-0.7,+-1,,
386.9,13.9,0.779,,+-0.7,+-1,,
405.6,14.0,0.779,,+-0.7,+-1,,
423.9,14.0,0.779,,+-0.7,+-1,,
