"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
372.25,30.0,0.0,0.0,0.1,0.01,0.001,0.001
371.65,30.0,0.033,0.055,0.1,0.01,0.001,0.001
371.35,30.0,0.06,0.1,0.1,0.01,0.001,0.001
370.65,30.0,0.099,0.16,0.1,0.01,0.001,0.001
369.95,30.0,0.149,0.234,0.1,0.01,0.001,0.001
369.55,30.0,0.176,0.276,0.1,0.01,0.001,0.001
368.85,30.0,0.227,0.343,0.1,0.01,0.001,0.001
368.15,30.0,0.279,0.402,0.1,0.01,0.001,0.001
367.65,30.0,0.321,0.451,0.1,0.01,0.001,0.001
366.55,30.0,0.395,0.533,0.1,0.01,0.001,0.001
365.65,30.0,0.468,0.6,0.1,0.01,0.001,0.001
364.65,30.0,0.545,0.675,0.1,0.01,0.001,0.001
363.65,30.0,0.628,0.75,0.1,0.01,0.001,0.001
362.85,30.0,0.703,0.805,0.1,0.01,0.001,0.001
362.05,30.0,0.774,0.861,0.1,0.01,0.001,0.001
361.25,30.0,0.852,0.912,0.1,0.01,0.001,0.001
360.75,30.0,0.907,0.946,0.1,0.01,0.001,0.001
360.35,30.0,0.951,0.974,0.1,0.01,0.001,0.001
359.65,30.0,1.0,1.0,0.1,0.01,0.001,0.001
