"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
58.2,760,0.022,0.014,,+-0.2,,
58.7,760,0.087,0.057,,+-0.2,,
59.2,760,0.147,0.098,,+-0.2,,
59.8,760,0.211,0.143,,+-0.2,,
60.5,760,0.276,0.187,,+-0.2,,
61.4,760,0.347,0.241,,+-0.2,,
62.2,760,0.404,0.286,,+-0.2,,
63.2,760,0.469,0.338,,+-0.2,,
64.2,760,0.526,0.389,,+-0.2,,
64.3,760,0.532,0.39,,+-0.2,,
65.3,760,0.586,0.441,,+-0.2,,
66.5,760,0.646,0.501,,+-0.2,,
67.8,760,0.702,0.557,,+-0.2,,
69.2,760,0.759,0.622,,+-0.2,,
70.7,760,0.814,0.688,,+-0.2,,
72.5,760,0.874,0.771,,+-0.2,,
74.2,760,0.927,0.854,,+-0.2,,
76.1,760,0.982,0.961,,+-0.2,,
