"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
500.0,704,0.0,0.0,,,,
500.0,750,0.037,0.047,,,,
500.0,800,0.072,0.091,,,,
500.0,850,0.109,0.131,,,,
500.0,900,0.14,0.161,,,,
500.0,910,0.158,0.158,,,,
