"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
288.15,7.327,0.0,,+-0.1,0.015,0.0003,
288.15,6.889,0.0592,,+-0.1,0.015,0.0003,
288.15,6.285,0.1767,,+-0.1,0.015,0.0003,
288.15,5.71,0.2854,,+-0.1,0.015,0.0003,
288.15,5.685,0.2956,,+-0.1,0.015,0.0003,
288.15,5.14,0.4133,,+-0.1,0.015,0.0003,
288.15,4.713,0.4937,,+-0.1,0.015,0.0003,
288.15,4.116,0.6075,,+-0.1,0.015,0.0003,
288.15,4.022,0.6126,,+-0.1,0.015,0.0003,
288.15,2.872,0.7661,,+-0.1,0.015,0.0003,
288.15,1.745,0.8926,,+-0.1,0.015,0.0003,
288.15,1.093,0.9372,,+-0.1,0.015,0.0003,
288.15,0.045,1.0,,+-0.1,0.015,0.0003,
