"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
329.65,97.21,0.079,,0.25,0.4,0.003,
336.79,94.51,0.079,,0.25,0.4,0.003,
343.25,92.3,0.079,,0.25,0.4,0.003,
349.64,90.2,0.079,,0.25,0.4,0.003,
354.51,88.7,0.079,,0.25,0.4,0.003,
361.15,86.9,0.079,,0.25,0.4,0.003,
367.49,85.2,0.079,,0.25,0.4,0.003,
373.66,83.6,0.079,,0.25,0.4,0.003,
380.63,82.0,0.079,,0.25,0.4,0.003,
387.78,80.4,0.079,,0.25,0.4,0.003,
395.31,78.7,0.079,,0.25,0.4,0.003,
401.5,77.5,0.079,,0.25,0.4,0.003,
405.92,76.6,0.079,,0.25,0.4,0.003,
414.94,74.89,0.079,,0.25,0.4,0.003,
423.97,73.29,0.079,,0.25,0.4,0.003,
432.53,71.69,0.079,,0.25,0.4,0.003,
442.72,69.89,0.079,,0.25,0.4,0.003,
449.46,68.69,0.079,,0.25,0.4,0.003,
