"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
90,55.24,0.0,0.0,,,,
90,59.85,0.0174,0.0952,,,,
90,65.6,0.0392,0.192,,,,
90,75.86,0.0805,0.3335,,,,
90,86.75,0.1234,0.4394,,,,
90,89.8,0.1365,0.463,,,,
90,99.95,0.1727,0.5316,,,,
90,109.09,0.2193,0.5942,,,,
90,120.9,0.273,0.6542,,,,
90,126.35,0.3103,0.6797,,,,
90,129.05,0.3161,0.6985,,,,
90,135.75,0.3458,0.7178,,,,
90,140.76,0.3808,0.7364,,,,
90,141.55,0.381,0.7402,,,,
90,148.7,0.4205,0.7637,,,,
90,158.05,0.4688,0.7948,,,,
90,157.9,0.4715,0.7922,,,,
90,166.9,0.5258,0.8188,,,,
90,175.0,0.5725,0.84,,,,
90,174.8,0.578,0.8417,,,,
90,182.8,0.6299,0.864,,,,
90,186.7,0.6796,0.8854,,,,
90,192.84,0.6982,0.8906,,,,
90,202.0,0.7454,0.9138,,,,
90,203.0,0.7535,0.9117,,,,
90,205.77,0.7848,0.9239,,,,
90,212.13,0.8204,0.9362,,,,
90,212.38,0.8288,0.939,,,,
90,216.75,0.8607,0.95,,,,
90,220.0,0.8804,0.9575,,,,
90,221.25,0.8917,0.9618,,,,
90,225.2,0.9223,0.973,,,,
90,227.4,0.932,0.9771,,,,
90,233.35,0.965,0.9888,,,,
90,236.2,1.0,1.0,,,,
