"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,11.71,0.0,,,+-0.4,,
298.15,20.78,0.1035,,,+-0.4,,
298.15,30.15,0.2128,,,+-0.4,,
298.15,37.7,0.2953,,,+-0.4,,
298.15,49.04,0.401,,,+-0.4,,
298.15,59.43,0.4896,,,+-0.4,,
298.15,72.39,0.5902,,,+-0.4,,
298.15,88.04,0.7054,,,+-0.4,,
298.15,99.7,0.7889,,,+-0.4,,
298.15,114.58,0.9003,,,+-0.4,,
298.15,121.86,0.961,,,+-0.4,,
298.15,126.9,1.0,,,+-0.4,,
