"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
318.15,78.5,0.0469,,,,,
318.15,80.95,0.0944,,,,,
318.15,80.16,0.1939,,,,,
318.15,79.2,0.287,,,,,
318.15,79.96,0.3822,,,,,
318.15,74.39,0.5036,,,,,
318.15,69.21,0.6082,,,,,
318.15,61.47,0.6802,,,,,
318.15,53.54,0.782,,,,,
318.15,46.61,0.873,,,,,
318.15,33.09,1.0,,,,,
