"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
37.8,1.234,0.939,,+-0.2,+-0.02,,
50.3,1.62,0.939,,+-0.2,+-0.02,,
71.3,2.468,0.939,,+-0.2,+-0.02,,
80.2,2.868,0.939,,+-0.2,+-0.02,,
104.9,4.289,0.939,,+-0.2,+-0.02,,
