"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
50,15.81,0.01,0.208,+-0.05,+-0.2,+-0.005,+-0.005
50,26.21,0.05,0.539,+-0.05,+-0.2,+-0.005,+-0.005
50,35.75,0.1,0.675,+-0.05,+-0.2,+-0.005,+-0.005
50,43.18,0.15,0.741,+-0.05,+-0.2,+-0.005,+-0.005
50,49.53,0.2,0.783,+-0.05,+-0.2,+-0.005,+-0.005
50,55.23,0.25,0.814,+-0.05,+-0.2,+-0.005,+-0.005
50,60.41,0.3,0.837,+-0.05,+-0.2,+-0.005,+-0.005
50,65.03,0.35,0.855,+-0.05,+-0.2,+-0.005,+-0.005
50,69.07,0.4,0.87,+-0.05,+-0.2,+-0.005,+-0.005
50,72.53,0.45,0.882,+-0.05,+-0.2,+-0.005,+-0.005
50,75.47,0.5,0.891,+-0.05,+-0.2,+-0.005,+-0.005
50,78.01,0.55,0.899,+-0.05,+-0.2,+-0.005,+-0.005
50,80.27,0.6,0.907,+-0.05,+-0.2,+-0.005,+-0.005
50,82.36,0.65,0.914,+-0.05,+-0.2,+-0.005,+-0.005
50,84.33,0.7,0.922,+-0.05,+-0.2,+-0.005,+-0.005
50,86.15,0.75,0.929,+-0.05,+-0.2,+-0.005,+-0.005
50,87.73,0.8,0.936,+-0.05,+-0.2,+-0.005,+-0.005
50,88.96,0.85,0.943,+-0.05,+-0.2,+-0.005,+-0.005
50,89.81,0.9,0.95,+-0.05,+-0.2,+-0.005,+-0.005
50,90.5,0.95,0.962,+-0.05,+-0.2,+-0.005,+-0.005
