"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
421.91,1.33,0.192,,+-0.05,+-0.01,0.001,
431.77,1.665,0.192,,+-0.05,+-0.01,0.001,
441.44,2.05,0.192,,+-0.05,+-0.01,0.001,
451.29,2.51,0.192,,+-0.05,+-0.01,0.001,
461.17,3.045,0.192,,+-0.05,+-0.01,0.001,
471.96,3.71,0.192,,+-0.05,+-0.01,0.001,
482.63,4.47,0.192,,+-0.05,+-0.01,0.001,
492.03,5.218,0.192,,+-0.05,+-0.01,0.001,
502.31,6.107,0.192,,+-0.05,+-0.01,0.001,
511.96,6.956,0.192,,+-0.05,+-0.01,0.001,
514.66,7.073,0.192,,+-0.05,+-0.01,0.001,
514.9,7.07,0.192,,+-0.05,+-0.01,0.001,
