"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
354.85,100,0.0,0.0,+-0.1,+-0.01,,
354.55,100,0.008,0.021,+-0.1,+-0.01,,
353.55,100,0.032,0.08,+-0.1,+-0.01,,
352.45,100,0.068,0.147,+-0.1,+-0.01,,
351.45,100,0.106,0.209,+-0.1,+-0.01,,
350.35,100,0.156,0.273,+-0.1,+-0.01,,
349.45,100,0.218,0.337,+-0.1,+-0.01,,
348.75,100,0.29,0.394,+-0.1,+-0.01,,
348.35,100,0.357,0.437,+-0.1,+-0.01,,
348.05,100,0.433,0.477,+-0.1,+-0.01,,
347.95,100,0.509,0.508,+-0.1,+-0.01,,
347.95,100,0.573,0.539,+-0.1,+-0.01,,
348.15,100,0.632,0.562,+-0.1,+-0.01,,
348.45,100,0.695,0.587,+-0.1,+-0.01,,
348.85,100,0.752,0.611,+-0.1,+-0.01,,
349.35,100,0.798,0.641,+-0.1,+-0.01,,
350.55,100,0.862,0.688,+-0.1,+-0.01,,
352.05,100,0.908,0.745,+-0.1,+-0.01,,
353.65,100,0.941,0.801,+-0.1,+-0.01,,
354.45,100,0.949,0.83,+-0.1,+-0.01,,
355.65,100,0.967,0.871,+-0.1,+-0.01,,
356.65,100,0.979,0.907,+-0.1,+-0.01,,
357.35,100,0.985,0.929,+-0.1,+-0.01,,
358.15,100,0.991,0.951,+-0.1,+-0.01,,
359.55,100,1.0,1.0,+-0.1,+-0.01,,
