"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
328.7,232.0,0.708,,+-0.7,+-1,,
323.5,205.0,0.708,,+-0.7,+-1,,
317.4,175.0,0.708,,+-0.7,+-1,,
311.0,145.0,0.708,,+-0.7,+-1,,
304.0,115.0,0.708,,+-0.7,+-1,,
297.8,90.0,0.708,,+-0.7,+-1,,
290.4,60.0,0.708,,+-0.7,+-1,,
282.8,30.0,0.708,,+-0.7,+-1,,
280.1,15.0,0.708,,+-0.7,+-1,,
279.7,10.5,0.708,,+-0.7,+-1,,
280.7,4.4,0.708,,+-0.7,+-1,,
278.0,3.0,0.708,,+-0.7,+-1,,
283.6,3.1,0.708,,+-0.7,+-1,,
301.7,4.6,0.708,,+-0.7,+-1,,
315.8,5.5,0.708,,+-0.7,+-1,,
331.4,7.0,0.708,,+-0.7,+-1,,
343.8,8.1,0.708,,+-0.7,+-1,,
