"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
415.47,1.165,0.051,,+-0.05,+-0.01,0.001,
425.25,1.47,0.051,,+-0.05,+-0.01,0.001,
435.29,1.85,0.051,,+-0.05,+-0.01,0.001,
444.84,2.275,0.051,,+-0.05,+-0.01,0.001,
454.5,2.785,0.051,,+-0.05,+-0.01,0.001,
463.08,3.3,0.051,,+-0.05,+-0.01,0.001,
476.0,4.22,0.051,,+-0.05,+-0.01,0.001,
486.82,5.125,0.051,,+-0.05,+-0.01,0.001,
496.66,6.09,0.051,,+-0.05,+-0.01,0.001,
506.6,7.204,0.051,,+-0.05,+-0.01,0.001,
508.88,7.487,0.051,,+-0.05,+-0.01,0.001,
509.0,7.49,0.051,,+-0.05,+-0.01,0.001,
