"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
189.55,5.75,0.0325,0.9605,,,,
189.55,9.86,0.0526,0.9702,,,,
189.55,12.76,0.068,0.9749,,,,
189.55,15.2,0.0789,9740.0,,,,
189.55,22.71,0.1162,0.9736,,,,
189.55,27.85,0.1353,0.9718,,,,
189.55,31.38,0.1531,0.9706,,,,
189.55,34.91,0.1702,0.9697,,,,
189.55,37.94,0.184,0.9682,,,,
189.55,43.32,0.2053,0.964,,,,
189.55,50.16,0.2323,0.9602,,,,
189.55,53.7,0.2472,0.9611,,,,
189.55,55.91,0.2532,0.9595,,,,
189.55,63.6,0.284,0.955,,,,
189.55,63.91,0.2864,0.955,,,,
189.55,66.51,0.2954,0.9534,,,,
189.55,77.46,0.3334,0.9475,,,,
189.55,90.37,0.3795,0.9388,,,,
189.55,100.64,0.4144,0.9309,,,,
189.55,110.51,0.4467,0.9223,,,,
189.55,112.04,0.4519,0.9194,,,,
189.55,121.75,0.4864,0.9082,,,,
189.55,131.4,0.5182,0.8946,,,,
189.55,132.52,0.5276,0.8948,,,,
189.55,138.04,0.5519,0.8828,,,,
189.55,148.37,0.5908,0.8631,,,,
189.55,155.88,0.6323,0.836,,,,
189.55,161.61,0.6778,0.8155,,,,
