"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
283.16,859,0.0312,,0.1,15,,
283.16,868,0.0401,,0.1,15,,
283.16,903,0.0797,,0.1,15,,
283.16,923,0.1366,,0.1,15,,
283.16,924,0.1772,,0.1,15,,
283.16,937,0.273,,0.1,15,,
283.16,909,0.3265,,0.1,15,,
283.16,904,0.3984,,0.1,15,,
283.16,904,0.5022,,0.1,15,,
283.16,893,0.5692,,0.1,15,,
283.16,831,0.7325,,0.1,15,,
283.16,652,0.89,,0.1,15,,
283.16,444,0.9618,,0.1,15,,
