"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
0.0,2616.88,0.0,0.0,,,,
0.0,2500.71,0.0365,0.0001,,,,
0.0,2439.14,0.0539,0.0001,,,,
0.0,2271.25,0.1054,0.0002,,,,
0.0,1902.39,0.2151,0.0005,,,,
0.0,1553.72,0.3239,0.0009,,,,
0.0,1168.65,0.4579,0.0015,,,,
0.0,1114.87,0.4726,0.0016,,,,
0.0,925.96,0.5442,0.0021,,,,
0.0,871.28,0.5679,0.0023,,,,
0.0,533.3,0.7085,0.0042,,,,
0.0,354.18,0.7961,0.0067,,,,
0.0,162.51,0.9003,0.0156,,,,
0.0,97.63,0.938,0.0262,,,,
0.0,68.88,0.9594,0.0404,,,,
0.0,2.68,1.0,1.0,,,,
