"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,44.638,0.0996,0.1182,+-0.01,+-0.02,,
298.15,45.31,0.1656,0.1953,+-0.01,+-0.02,,
298.15,45.795,0.2122,0.2475,+-0.01,+-0.02,,
298.15,46.014,0.2605,0.2932,+-0.01,+-0.02,,
298.15,46.804,0.3485,0.3799,+-0.01,+-0.02,,
298.15,47.07,0.4197,0.4418,+-0.01,+-0.02,,
298.15,47.146,0.4492,0.4655,+-0.01,+-0.02,,
298.15,47.226,0.5038,0.5115,+-0.01,+-0.02,,
298.15,47.247,0.5206,0.5246,+-0.01,+-0.02,,
298.15,47.196,0.6037,0.5916,+-0.01,+-0.02,,
298.15,47.111,0.6406,0.6254,+-0.01,+-0.02,,
298.15,46.749,0.732,0.7052,+-0.01,+-0.02,,
298.15,46.39,0.7886,0.757,+-0.01,+-0.02,,
298.15,46.061,0.8302,0.7987,+-0.01,+-0.02,,
298.15,45.512,0.8813,0.8549,+-0.01,+-0.02,,
298.15,44.528,0.9592,0.9471,+-0.01,+-0.02,,
