"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,34.29,0.067,0.423,,,,
298.15,35.02,0.087,0.429,,,,
298.15,35.23,0.1,0.438,,,,
298.15,35.55,0.126,0.443,,,,
298.15,35.78,0.144,0.447,,,,
298.15,35.73,0.16,0.448,,,,
298.15,35.86,0.18,0.447,,,,
298.15,35.93,0.2,0.455,,,,
298.15,36.08,0.222,0.454,,,,
298.15,35.95,0.24,0.453,,,,
298.15,36.15,0.26,0.456,,,,
298.15,36.12,0.3,0.455,,,,
298.15,36.28,0.402,0.461,,,,
298.15,36.34,0.5,0.46,,,,
298.15,36.19,0.601,0.458,,,,
298.15,36.3,0.7,0.457,,,,
298.15,36.31,0.75,0.456,,,,
298.15,36.28,0.78,0.456,,,,
298.15,36.07,0.8,0.456,,,,
298.15,36.26,0.82,0.457,,,,
298.15,36.04,0.84,0.461,,,,
298.15,35.97,0.86,0.466,,,,
298.15,35.24,0.88,0.473,,,,
298.15,34.63,0.9,0.483,,,,
298.15,33.39,0.92,0.5,,,,
298.15,31.7,0.94,0.527,,,,
