"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
325,520.4,0.0,0.0,+-0.1,+-0.7,+-0.001,+-0.001
325,529.2,0.042,0.058,+-0.1,+-0.7,+-0.001,+-0.001
325,545.3,0.106,0.144,+-0.1,+-0.7,+-0.001,+-0.001
325,548.6,0.124,0.181,+-0.1,+-0.7,+-0.001,+-0.001
325,604.3,0.289,0.393,+-0.1,+-0.7,+-0.001,+-0.001
325,643.2,0.358,0.491,+-0.1,+-0.7,+-0.001,+-0.001
325,647.6,0.371,0.513,+-0.1,+-0.7,+-0.001,+-0.001
325,679.8,0.431,0.583,+-0.1,+-0.7,+-0.001,+-0.001
325,747.0,0.539,0.692,+-0.1,+-3.5,+-0.001,+-0.001
325,827.0,0.663,0.807,+-0.1,+-3.5,+-0.001,+-0.001
325,839.5,0.676,0.818,+-0.1,+-3.5,+-0.001,+-0.001
325,858.4,0.696,0.835,+-0.1,+-3.5,+-0.001,+-0.001
325,870.7,0.705,0.844,+-0.1,+-3.5,+-0.001,+-0.001
325,908.4,0.753,0.875,+-0.1,+-3.5,+-0.001,+-0.001
325,943.9,0.802,0.906,+-0.1,+-3.5,+-0.001,+-0.001
325,1117.1,0.97,0.99,+-0.1,+-3.5,+-0.001,+-0.001
325,1141.1,1.0,1.0,+-0.1,+-3.5,+-0.001,+-0.001
