"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
298.15,1.156,0.0,0.0,+-0.02,+-0.007,,
298.15,1.467,0.072,0.214,+-0.02,+-0.007,,
298.15,1.839,0.158,0.391,+-0.02,+-0.007,,
298.15,2.335,0.268,0.535,+-0.02,+-0.007,,
298.15,2.694,0.347,0.618,+-0.02,+-0.007,,
298.15,3.101,0.429,0.673,+-0.02,+-0.007,,
298.15,3.576,0.526,0.728,+-0.02,+-0.007,,
298.15,4.031,0.61,0.778,+-0.02,+-0.007,,
298.15,4.466,0.683,0.82,+-0.02,+-0.007,,
298.15,4.928,0.776,0.85,+-0.02,+-0.007,,
298.15,5.238,0.817,0.865,+-0.02,+-0.007,,
298.15,5.424,0.848,0.851,+-0.02,+-0.007,,
