"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
306.6,1.77,0.072,0.596,,+-0.03,,
306.6,3.01,0.149,0.738,,+-0.03,,
306.6,4.31,0.238,0.799,,+-0.03,,
306.6,5.76,0.329,0.832,,+-0.03,,
306.6,7.14,0.417,0.848,,+-0.03,,
306.6,7.43,0.436,0.85,,+-0.03,,
306.6,8.43,0.502,0.855,,+-0.03,,
306.6,8.66,0.52,0.854,,+-0.03,,
306.6,10.16,0.629,0.847,,+-0.03,,
306.6,11.07,0.708,0.822,,+-0.03,,
