"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
313.15,3.077,0.0909,0.9844,,,,
313.15,4.2912,0.1411,0.9883,,,,
313.15,5.0662,0.1762,0.9893,,,,
313.15,6.2011,0.23,0.9893,,,,
313.15,7.1408,0.2809,0.9875,,,,
313.15,7.7917,0.3141,0.987,,,,
313.15,8.3289,0.338,0.9856,,,,
313.15,8.7037,0.3591,0.9848,,,,
313.15,9.244,0.3892,0.9837,,,,
313.15,9.8803,0.4244,0.9829,,,,
313.15,10.263,0.4387,0.9829,,,,
313.15,10.883,0.4733,0.9817,,,,
313.15,11.556,0.8709,0.9816,,,,
313.15,12.017,0.8717,0.982,,,,
313.15,12.525,0.8727,0.9828,,,,
313.15,13.044,,0.9829,,,,
313.15,13.306,,0.9823,,,,
