"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
422.19,1.312,0.101,,+-0.05,+-0.01,0.001,
432.31,1.652,0.101,,+-0.05,+-0.01,0.001,
442.56,2.067,0.101,,+-0.05,+-0.01,0.001,
452.14,2.522,0.101,,+-0.05,+-0.01,0.001,
462.47,3.091,0.101,,+-0.05,+-0.01,0.001,
472.0,3.702,0.101,,+-0.05,+-0.01,0.001,
481.96,4.442,0.101,,+-0.05,+-0.01,0.001,
490.43,5.129,0.101,,+-0.05,+-0.01,0.001,
500.56,6.059,0.101,,+-0.05,+-0.01,0.001,
509.64,6.969,0.101,,+-0.05,+-0.01,0.001,
519.05,7.945,0.101,,+-0.05,+-0.01,0.001,
524.2,8.304,0.101,,+-0.05,+-0.01,0.001,
524.67,8.32,0.101,,+-0.05,+-0.01,0.001,
