"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
45,115.27,0.0,0.0,,,,
45,127.75,0.005,0.101,,,,
45,138.51,0.01,0.173,,,,
45,163.45,0.03,0.307,,,,
45,172.33,0.05,0.347,,,,
45,184.57,0.1,0.3699,,,,
45,191.31,0.15,0.429,,,,
45,195.59,0.2,0.449,,,,
45,200.09,0.3,0.476,,,,
45,202.93,0.4,0.5,,,,
45,203.84,0.5,0.52,,,,
45,203.5,0.6,0.542,,,,
45,201.17,0.7,0.571,,,,
45,195.17,0.8,0.617,,,,
45,189.85,0.85,0.65,,,,
45,181.21,0.9,0.7,,,,
45,165.59,0.95,0.793,,,,
45,150.53,0.98,0.894,,,,
45,144.16,0.99,0.941,,,,
45,136.95,1.0,1.0,,,,
