"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
400.6,5.713,0.813,0.913,+-0.05,+-0.5%,+-0.005,+-0.005
400.6,5.627,0.811,0.912,+-0.05,+-0.5%,+-0.005,+-0.005
400.6,4.971,0.687,0.901,+-0.05,+-0.5%,+-0.005,+-0.005
400.6,4.748,0.655,0.9,+-0.05,+-0.5%,+-0.005,+-0.005
400.6,4.222,0.55,0.887,+-0.05,+-0.5%,+-0.005,+-0.005
400.6,3.737,0.471,0.882,+-0.05,+-0.5%,+-0.005,+-0.005
400.6,3.224,0.4,0.867,+-0.05,+-0.5%,+-0.005,+-0.005
400.6,2.608,0.302,0.837,+-0.05,+-0.5%,+-0.005,+-0.005
400.6,2.216,0.238,0.821,+-0.05,+-0.5%,+-0.005,+-0.005
400.6,1.807,0.19,0.763,+-0.05,+-0.5%,+-0.005,+-0.005
