"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
307.96,6.412,0.926,0.9883,+-0.1,+-0.014,+-0.005,+-0.0007
308.02,6.192,0.9051,0.9879,+-0.1,+-0.014,+-0.005,+-0.0007
307.87,5.888,0.8807,0.9875,+-0.1,+-0.014,+-0.005,+-0.0007
307.87,5.647,0.854,0.9871,+-0.1,+-0.014,+-0.005,+-0.0007
307.93,5.378,0.8204,0.9869,+-0.1,+-0.014,+-0.005,+-0.0007
308.34,5.116,0.773,0.9836,+-0.1,+-0.014,+-0.005,+-0.0007
308.22,4.833,0.7366,0.9851,+-0.1,+-0.014,+-0.005,+-0.0007
308.23,4.516,0.6962,0.9835,+-0.1,+-0.014,+-0.005,+-0.0007
308.17,4.13,0.6466,0.9835,+-0.1,+-0.014,+-0.005,+-0.0007
308.11,3.834,0.613,0.9828,+-0.1,+-0.014,+-0.005,+-0.0007
307.98,3.627,0.5928,0.9821,+-0.1,+-0.014,+-0.005,+-0.0007
307.95,3.434,0.5644,0.9812,+-0.1,+-0.014,+-0.005,+-0.0007
307.99,3.096,0.5271,0.9801,+-0.1,+-0.014,+-0.005,+-0.0007
308.11,2.744,0.4798,0.9797,+-0.1,+-0.014,+-0.005,+-0.0007
308.21,2.393,0.4387,0.9762,+-0.1,+-0.014,+-0.005,+-0.0007
308.04,2.062,0.4058,0.9753,+-0.1,+-0.014,+-0.005,+-0.0007
