"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,15.852,0.0,,+-0.005,+-0.006,,
323.15,18.108,0.0601,,+-0.005,+-0.006,,
323.15,20.568,0.1375,,+-0.005,+-0.006,,
323.15,21.686,0.1991,,+-0.005,+-0.006,,
323.15,22.28,0.261,,+-0.005,+-0.006,,
323.15,22.814,0.3273,,+-0.005,+-0.006,,
323.15,23.085,0.3806,,+-0.005,+-0.006,,
323.15,23.265,0.437,,+-0.005,+-0.006,,
323.15,23.366,0.4851,,+-0.005,+-0.006,,
323.15,23.419,0.5271,,+-0.005,+-0.006,,
323.15,23.434,0.5647,,+-0.005,+-0.006,,
323.15,23.411,0.597,,+-0.005,+-0.006,,
323.15,23.318,0.647,,+-0.005,+-0.006,,
323.15,23.122,0.7118,,+-0.005,+-0.006,,
323.15,22.674,0.7873,,+-0.005,+-0.006,,
323.15,22.242,0.8325,,+-0.005,+-0.006,,
323.15,21.563,0.8822,,+-0.005,+-0.006,,
323.15,20.868,0.9187,,+-0.005,+-0.006,,
323.15,18.497,1.0,,+-0.005,+-0.006,,
