"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-10.64,0.01792,0.2762,,,,,
-5.77,0.02464,0.2762,,,,,
-1.08,0.0331,0.2762,,,,,
4.33,0.0465,0.2762,,,,,
7.13,0.05588,0.2762,,,,,
