"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
104.0,0.945,0.2869,0.9844,+-0.3,+-0.02,+-0.0018,+-0.00028
104.0,1.462,0.4338,0.9909,+-0.3,+-0.02,+-0.0018,+-0.00028
104.0,1.931,0.5445,0.9922,+-0.3,+-0.02,+-0.0018,+-0.00028
103.9,2.668,0.6793,0.9924,+-0.3,+-0.02,+-0.0018,+-0.00028
103.8,3.241,0.796,0.9931,+-0.3,+-0.02,+-0.0018,+-0.00028
103.7,3.516,0.8577,0.994,+-0.3,+-0.02,+-0.0018,+-0.00028
