"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,12.66,0.1016,0.0129,,+-0.03,+-0.0005,+-0.0005
313.15,12.359,0.1985,0.0153,,+-0.03,+-0.0005,+-0.0005
313.15,12.009,0.2947,0.0174,,+-0.03,+-0.0005,+-0.0005
313.15,12.023,0.3048,0.0176,,+-0.03,+-0.0005,+-0.0005
313.15,11.452,0.4116,0.0198,,+-0.03,+-0.0005,+-0.0005
313.15,11.279,0.4499,0.0208,,+-0.03,+-0.0005,+-0.0005
313.15,10.933,0.5007,0.0221,,+-0.03,+-0.0005,+-0.0005
313.15,10.004,0.6103,0.0259,,+-0.03,+-0.0005,+-0.0005
313.15,9.445,0.6617,0.0285,,+-0.03,+-0.0005,+-0.0005
313.15,8.915,0.7007,0.0311,,+-0.03,+-0.0005,+-0.0005
313.15,6.921,0.8091,0.0434,,+-0.03,+-0.0005,+-0.0005
313.15,4.929,0.8838,0.0646,,+-0.03,+-0.0005,+-0.0005
