"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
375.0,34.65,0.0,0.0,,,,
375.0,100.0,0.056,0.638,,,,
375.0,200.0,0.161,0.8,,,,
375.0,300.0,0.308,0.86,,,,
375.0,400.0,0.502,0.901,,,,
375.0,500.0,0.7,0.937,,,,
375.0,550.0,0.8,0.952,,,,
375.0,600.0,0.882,0.968,,,,
375.0,639.0,0.976,0.976,,,,
