"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
410.57,0.599,1,,0.02,0.005,0.001,0.001
420.44,0.739,1,,0.02,0.005,0.001,0.001
430.64,0.904,1,,0.02,0.005,0.001,0.001
440.49,1.109,1,,0.02,0.005,0.001,0.001
450.34,1.336,1,,0.02,0.005,0.001,0.001
460.11,1.601,1,,0.02,0.005,0.001,0.001
470.22,1.901,1,,0.02,0.005,0.001,0.001
479.9,2.236,1,,0.02,0.005,0.001,0.001
489.27,2.621,1,,0.02,0.005,0.001,0.001
498.82,3.067,1,,0.02,0.005,0.001,0.001
509.16,3.576,1,,0.02,0.005,0.001,0.001
511.76,3.68,1,,0.02,0.005,0.001,0.001
515.97,3.95,1,,0.02,0.005,0.001,0.001
519.2,4.14,1,,0.02,0.005,0.001,0.001
