"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-101.1,86.4,0.136,0.435,+-0.1,+-0.1,1%,1%
-101.1,102.2,0.201,0.429,+-0.1,+-0.1,1%,1%
