"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
71.1,40.7,0.206,0.999,,,,
71.1,81.3,0.382,0.998,,,,
71.1,119.3,0.546,0.993,,,,
71.1,141.9,0.635,0.981,,,,
71.1,159.2,0.68,0.96,,,,
71.1,172.9,0.72,0.937,,,,
71.1,190.6,0.801,0.868,,,,
