"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-9.31,0.01997,0.0672,,,,,
-4.69,0.02711,0.0672,,,,,
0.86,0.03879,0.0672,,,,,
5.82,0.05237,0.0672,,,,,
10.97,0.07093,0.0672,,,,,
15.2,0.09012,0.0672,,,,,
19.83,0.11633,0.0672,,,,,
19.94,0.11718,0.0672,,,,,
