"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
30,37.95,0.0,0.0,,,,
30,43.8,0.005,0.138,,,,
30,48.85,0.01,0.23,,,,
30,53.2,0.015,0.295,,,,
30,56.9,0.02,0.343,,,,
30,66.95,0.04,0.449,,,,
30,73.3,0.06,0.502,,,,
30,77.2,0.08,0.531,,,,
30,79.5,0.1,0.547,,,,
30,83.05,0.15,0.572,,,,
30,85.4,0.2,0.588,,,,
30,88.3,0.3,0.611,,,,
30,90.0,0.4,0.628,,,,
30,91.3,0.5,0.645,,,,
30,92.1,0.6,0.665,,,,
30,92.4,0.7,0.691,,,,
30,91.55,0.8,0.735,,,,
30,90.3,0.85,0.77,,,,
30,88.1,0.9,0.818,,,,
30,84.45,0.95,0.889,,,,
30,78.65,1.0,1.0,,,,
