"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
188.6,760,0.141,0.647,+-0.18,,,
170.9,760,0.257,0.751,+-0.18,,,
160.5,760,0.439,0.834,+-0.18,,,
157.1,760,0.573,0.872,+-0.18,,,
157.0,760,0.676,0.896,+-0.18,,,
154.1,760,0.758,0.915,+-0.18,,,
153.8,760,0.824,0.933,+-0.18,,,
150.5,760,0.88,0.95,+-0.18,,,
148.5,760,0.926,0.966,+-0.18,,,
146.0,760,0.966,0.983,+-0.18,,,
