"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
413.59,100,0.0,0.0,+- 0.01,,+- 0.001,+- 0.001
409.0,100,0.059,0.152,+- 0.01,,+- 0.001,+- 0.001
405.0,100,0.115,0.262,+- 0.01,,+- 0.001,+- 0.001
401.0,100,0.178,0.361,+- 0.01,,+- 0.001,+- 0.001
397.0,100,0.247,0.454,+- 0.01,,+- 0.001,+- 0.001
393.0,100,0.33,0.541,+- 0.01,,+- 0.001,+- 0.001
389.0,100,0.424,0.625,+- 0.01,,+- 0.001,+- 0.001
385.0,100,0.529,0.708,+- 0.01,,+- 0.001,+- 0.001
381.0,100,0.657,0.79,+- 0.01,,+- 0.001,+- 0.001
377.0,100,0.813,0.884,+- 0.01,,+- 0.001,+- 0.001
373.26,100,1.0,1.0,+- 0.01,,+- 0.001,+- 0.001
