"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
359.65,66.65,0.0,,+-0.1,+-0.133,,
349.05,66.65,0.1168,,+-0.1,+-0.133,,
346.75,66.65,0.2271,,+-0.1,+-0.133,,
344.55,66.65,0.327,,+-0.1,+-0.133,,
343.35,66.65,0.4155,,+-0.1,+-0.133,,
341.7,66.65,0.5679,,+-0.1,+-0.133,,
341.4,66.65,0.5997,,+-0.1,+-0.133,,
341.15,66.65,0.6439,,+-0.1,+-0.133,,
340.85,66.65,0.681,,+-0.1,+-0.133,,
340.9,66.65,0.7147,,+-0.1,+-0.133,,
340.7,66.65,0.7474,,+-0.1,+-0.133,,
340.45,66.65,0.7993,,+-0.1,+-0.133,,
340.45,66.65,0.8455,,+-0.1,+-0.133,,
340.45,66.65,0.8882,,+-0.1,+-0.133,,
340.45,66.65,0.9178,,+-0.1,+-0.133,,
342.05,66.65,1.0,,+-0.1,+-0.133,,
