"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
55,114.1,,0.0037,+-0.2,,,
55,130.8,,0.0096,+-0.2,,,
55,162.2,,0.0212,+-0.2,,,
55,195.4,,0.0342,+-0.2,,,
55,234.0,,0.0497,+-0.2,,,
55,267.4,,0.063,+-0.2,,,
55,108.0,0.442,,+-0.2,,,
55,130.6,0.406,,+-0.2,,,
55,173.8,0.359,,+-0.2,,,
55,210.2,0.304,,+-0.2,,,
55,245.4,0.274,,+-0.2,,,
55,278.4,0.103,,+-0.2,,,
