"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
293.15,0.094,0.012,0.997,+-0.02,+-0.001,+-0.001,
293.15,0.284,0.038,0.998,+-0.02,+-0.001,+-0.001,
293.15,0.306,0.042,0.998,+-0.02,+-0.001,+-0.001,
293.15,0.347,0.045,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.432,0.058,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.497,0.069,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.55,0.08,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.611,0.091,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.675,0.101,0.999,+-0.02,+-0.001,+-0.001,
293.15,0.712,0.11,0.999,+-0.02,+-0.001,+-0.001,
