"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
37.8,0.593,0.475,,+-0.2,+-0.02,,
50.5,0.758,0.475,,+-0.2,+-0.02,,
71.1,1.082,0.475,,+-0.2,+-0.02,,
80.5,1.255,0.475,,+-0.2,+-0.02,,
104.5,1.724,0.475,,+-0.2,+-0.02,,
120.8,2.096,0.475,,+-0.2,+-0.02,,
