"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-150,250,0.0031,,+- 0.05,+-3,,
-150,1000,0.011,,+- 0.05,+-3,,
-150,2000,0.0207,,+- 0.05,+-3,,
-150,2500,0.0242,,+- 0.05,+-3,,
-150,3000,0.0281,,+- 0.05,+-3,,
