"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
60.7,2.643,0.1994,0.9679,,,,
60.7,3.608,0.2749,0.9735,,,,
60.7,4.766,0.3667,0.9767,,,,
60.7,5.621,0.4436,0.9774,,,,
60.7,6.49,0.5243,0.9774,,,,
60.7,7.297,0.6068,0.9766,,,,
60.7,7.862,0.6639,0.9754,,,,
60.7,8.51,0.738,0.9738,,,,
60.7,9.048,0.8008,0.9707,,,,
60.7,9.475,0.8492,0.9665,,,,
60.7,9.703,0.8814,0.9629,,,,
60.7,9.875,0.8991,0.9567,,,,
