"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,21.44,0.0,,,+-0.4,,
298.15,31.42,0.1017,,,+-0.4,,
298.15,39.84,0.1968,,,+-0.4,,
298.15,48.66,0.2925,,,+-0.4,,
298.15,53.53,0.34,,,+-0.4,,
298.15,63.93,0.4447,,,+-0.4,,
298.15,68.46,0.4861,,,+-0.4,,
298.15,78.99,0.5893,,,+-0.4,,
298.15,93.24,0.705,,,+-0.4,,
298.15,104.56,0.7995,,,+-0.4,,
298.15,116.17,0.9029,,,+-0.4,,
298.15,126.9,1.0,,,+-0.4,,
